name,address,categories,category_ids,city,description,distance,foursquare_id,hours,instagram_url,is_nightlife,last_fsq_refresh,lat,lng,place_id,popularity,price_level,rating,social_media,state,summary,tips,types,website
The Victorian,"2640 Main St, Santa Monica, CA 90405, USA","Lounge, Dining and Drinking, Event Space","13016, 11039, 13000",Los Angeles,,0,4b007c0bf964a520ca3e22e3,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '8:30\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': 'Closed', 'thursday': '5:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/thevictoriansm,False,2025-05-12 00:41:35.951930+00:00,34.00133319999999,-118.4832601,ChIJX_2lddO6woAR6fn_EDUKZwM,,,3.7,{},CA,"Laid-back venue with a local menu featuring seafood, steak & pasta, plus weekend brunch & cocktails.","Amazing service by Alenjandro. Super laid back with an awesome concept of an open multilevel home.great bar in the basement. DJS were in point and so were the shots. XO | The outdoor area is nice, they have a swing chairs.The bar downstairs with life music, the one upstairs is little bit quiet which is nice to have different atmosphere in one place. | U can eat here after getting food from the food trucks. They have two bars here. U don't have to sit on the fence or grass:)","restaurant, bar, food, point_of_interest, establishment",http://www.thevictorian.com/
Tropical Club,"1721 Flower St, Los Angeles, CA 90015, USA","Night Club, Bar","10032, 13003",Los Angeles,,2321,84de9fb2d85245dd8884b2ed,"{'tuesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:01:20.207228+00:00,34.0356058,-118.2701596,ChIJXyqeqsbHwoARIyF46PlboO0,,,3.3,{},CA,A Night Club and Bar in downtown LA.,,"night_club, bar, point_of_interest, establishment",http://www.tropicalclubla.com/
Farmers Market Bar 326,"6333 W 3rd St, Los Angeles, CA 90036, USA","Beer Garden, Dive Bar, Sports Bar","13010, 13022, 13007",Los Angeles,,958,4b6b31b0f964a520cdf82be3,"{'tuesday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'monday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'sunday': '10:00\u202fAM\u2009–\u20097:00\u202fPM', 'friday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'saturday': '10:00\u202fAM\u2009–\u20099:00\u202fPM', 'wednesday': '9:00\u202fAM\u2009–\u20099:00\u202fPM', 'thursday': '9:00\u202fAM\u2009–\u20099:00\u202fPM'}",,False,2025-05-11 23:45:28.722062+00:00,34.0719255,-118.3602806,ChIJY2_iUjC5woAROCGjKT1iqVs,,2,4.5,{},CA,Domestic beer- & wine-drinking establishment in the midst of the Original Farmers Market stands.,If you can't find something to eat here - just give up! Great people watching!!! | Go get whatever food you want and come back and enjoy a tasty beverage. They have a great Happy Hour. You can watch a game and do a lot of people watching! | That's is the right place to have a tasty food in a nice environment.,"bar, point_of_interest, establishment",
Offhand Wine Bar,"3008 Santa Monica Blvd SuIte A, Santa Monica, CA 90404, USA","Liquor Store, Wine Store","17080, 17076",Los Angeles,,0,4b58ca2df964a520546b28e3,"{'tuesday': '5:00\u2009–\u200910:00\u202fPM', 'monday': '5:00\u2009–\u200910:00\u202fPM', 'sunday': '4:00\u2009–\u20099:00\u202fPM', 'friday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '5:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '5:00\u2009–\u200910:00\u202fPM', 'thursday': '5:00\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/westsidewinos,False,,34.0364206,-118.4701297,ChIJYTYv5327woARMiu7SITyrBA,,,4.6,{},CA,A Liquor Store and Wine Store in downtown LA.,"There a really great tasting room at the Wine Expo. And it's not super busy. Great for a weeknight. Plus, they have a really unique and super wine selection in the store. It's a must go. | Go in, tell them what you're serving and they'll match it perfectly in any budget! It has zero extras, but they are 100% on the money every time. | Happy hour: Tue-Wed/Fri-Sat 5PM-7PM & all night Sun (except live music): 50% off drinks, 10% off store. Mon/Thu 20 wines for $20.","bar, food, point_of_interest, establishment",http://offhandwinebar.com/
John Thomas Bar,"241 Main St, El Segundo, CA 90245, USA",Sports Bar,13022,Los Angeles,,1784,4ddf3dfb7d8b04e50258e981,"{'tuesday': '11:00\u202fAM\u2009–\u20099:30\u202fPM', 'monday': '11:00\u202fAM\u2009–\u20099:30\u202fPM', 'sunday': '11:00\u202fAM\u2009–\u20099:30\u202fPM', 'friday': '11:00\u202fAM\u2009–\u200910:30\u202fPM', 'saturday': '11:00\u202fAM\u2009–\u200910:30\u202fPM', 'wednesday': '11:00\u202fAM\u2009–\u20099:30\u202fPM', 'thursday': '11:00\u202fAM\u2009–\u20099:30\u202fPM'}",,False,2025-05-11 23:56:08.491274+00:00,33.9182565,-118.4163897,ChIJYYnjBfexwoARd7GPXolVY2k,,,3.5,{},CA,A Sports Bar in downtown LA.,"The Italian melt was awesome. Let the chef load it up. It is a perfect sandwich. | Great lunch options here, and the schooners of beer are a must! Try the burgers! | If youre ever trying to watch any game here, come early! seats fill up fast!","meal_takeaway, bar, restaurant, food, point_of_interest, establishment",http://www.eatjame.com/
The Mayan,"1038 S Hill St, Los Angeles, CA 90015, USA","Night Club, Restaurant","10032, 13065",Los Angeles,,0,5e01f46d3b4c440008973e77,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '9:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '9:00\u202fPM\u2009–\u20092:30\u202fAM', 'wednesday': 'Closed', 'thursday': 'Closed'}",https://www.instagram.com/themayanla/,False,2025-05-12 00:47:45.720621+00:00,34.0405519,-118.2592132,ChIJY_4qesnHwoARoXBx1ZSINq0,,2,4.1,{},CA,"Lavish Mayan decor, pulsing eclectic beats & lucha libre matches at this tri-level dance club.","Bartenders really know how to mix a proper drink. Careful taking the first sip it's probably stronger than you think! Great place to see concerts, beautiful interior. | Love the backstage bar and hang. Think the best seats are the first balcony set. Go check the Gaslamp Killer Experience if he does it there again or Lucha Vavoom. | There's a sweet bathroom on the first floor.  It's glorious! Hard to get to, took me years to find.  When you walk into main room, walk out door on left, then make another left. Happy New Year!","night_club, bar, point_of_interest, establishment",https://www.themayan.com/
Los Globos,"3040 W Sunset Blvd, Los Angeles, CA 90026, USA","Night Club, Bar","10032, 13003",Los Angeles,,0,4d3b940084d46ea8cf4ef65c,"{'tuesday': '10:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': 'Closed', 'sunday': '12:00\u2009–\u20096:00\u202fAM', 'friday': '12:00\u2009–\u20092:00\u202fAM, 8:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '12:00\u2009–\u20096:00\u202fAM, 8:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '12:00\u2009–\u20092:00\u202fAM, 10:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '12:00\u2009–\u20092:00\u202fAM, 10:00\u202fPM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/losglobos/,False,,34.0839142,-118.2743829,ChIJYeEPDj_HwoARFRL9hWDIrvo,,1,3.6,{},CA,Nightclub drawing Latin & indie dance crowds with regular live music & DJ events.,"This underground dance party is named after a fictitious hedonist that's been stripped of judgement, and is all about uninhibited self expression. A club called Rhonda runs once a month. | The acoustics aren't great so live performances suffer as a result. It's a cool venue and it's a hub of hipster town, so there's that. | Their AMF is only $11 that's a steal man. Plus that disco ball downstairs is the tits!","night_club, point_of_interest, establishment",http://www.clublosglobos.com/
Hangar 18 Bar + Kitchen,"5855 W Century Blvd, Los Angeles, CA 90045, USA","Sports Bar, American Restaurant","13068, 13022",Los Angeles,,2522,c64a72492de14f916f667d81,"{'tuesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://www.instagram.com/laxmarriott/,False,2025-05-11 23:56:14.811228+00:00,33.9462987,-118.3842197,ChIJYfxNLyW3woAR-ESA7WTkKFs,,,4.1,{},CA,A Sports Bar and American Restaurant in downtown LA.,,"bar, restaurant, food, point_of_interest, establishment",https://www.marriott.com/hotels/hotel-information/restaurant/laxap-los-angeles-airport-marriott/
Exchange LA,"618 S Spring St, Los Angeles, CA 90014, USA","Night Club, Bar, Restaurant","10032, 13065, 13003",Los Angeles,,0,4c943a08efecb713812fdd9d,"{'tuesday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'monday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'sunday': 'Closed', 'friday': '10:00\u202fAM\u2009–\u20096:00\u202fPM, 10:00\u202fPM\u2009–\u20093:00\u202fAM', 'saturday': '10:00\u202fPM\u2009–\u20093:00\u202fAM', 'wednesday': '10:00\u202fAM\u2009–\u20096:00\u202fPM', 'thursday': '10:00\u202fAM\u2009–\u20096:00\u202fPM'}",https://www.instagram.com/exchangela/,False,,34.0453409,-118.2512491,ChIJZ-tMZzXGwoARelLmZjoL4Eo,,3,3.8,{},CA,Huge 4-level nightclub pulses with electronic dance music in former LA Stock Exchange building.,"The venue is so spacious!So many rooms and floors!I could breathe and run everywhere freely.The lighting is awesome too. Coming from NYC, I say this place topped it for comfort. | One of the best music venues in la. Plays artists big and small but all good music. Expensive drinks unfortunately. Pre game at the bars next to the venue. | Since I started going to Exchange two years, they've updated their light production ten fold. It's magnificent. The speaker system is top notch too but often a little TOO loud. Earplugs recommended.","night_club, point_of_interest, establishment",http://www.exchangela.com/
Pub Del Pueblo - Cerveceria Del Pueblo,"1623 N San Fernando Blvd, Burbank, CA 91504, USA",Tobacco Store,17134,Los Angeles,,1901,5dc0c428cf8e7a00083078ea,,https://www.instagram.com/delpueblobeer/,False,2025-05-12 00:00:00.744424+00:00,34.1913236,-118.3246041,ChIJZ5u9Jq-VwoARp5SIWDV1CaI,,,,{},CA,A Tobacco Store in downtown LA.,,"bar, point_of_interest, establishment",https://www.delpueblo.beer/
LAces Bar,"125 N Western Ave #108, Los Angeles, CA 90004, USA",Lounge,13016,Los Angeles,,0,590eb8e8da2e0065e5522bbf,"{'tuesday': '4:00\u2009–\u200911:00\u202fPM', 'monday': '4:00\u2009–\u200911:00\u202fPM', 'sunday': '3:00\u2009–\u200911:00\u202fPM', 'friday': '4:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '4:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': '4:00\u2009–\u200911:00\u202fPM', 'thursday': '4:00\u202fPM\u2009–\u200912:00\u202fAM'}",,False,,34.0740203,-118.3096672,ChIJZU9Pzs-5woAR8S1WrNTQlAA,,2,4.5,{},CA,A Lounge in downtown LA.,Great spot for a night out with dancing! Good music and DJ. Not a huge dance floor but it doesn’t get overly crowded.,"night_club, bar, restaurant, point_of_interest, food, establishment",https://lacebark.tiiny.co/
NiteThyme Wine Bar,"600 S Harvard Blvd #100, Los Angeles, CA 90005, USA",Barbershop,11062,Los Angeles,,434,4c7ad084bd346dcbc4b9f9ef,"{'tuesday': 'Closed', 'monday': 'Closed', 'sunday': 'Closed', 'friday': '6:00\u202fPM\u2009–\u200912:00\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u200912:00\u202fAM', 'wednesday': 'Closed', 'thursday': '6:00\u2009–\u200910:00\u202fPM'}",,False,2025-05-12 00:57:00.768825+00:00,34.0631563,-118.3038041,ChIJZ_wftzu5woAR6jlOq8RODLM,,,5,{},CA,A Barbershop in downtown LA.,The best barbers in Los Angeles in my opinion. First class service! This is NOT a hair salon! This is a honest to goodness Barbershop with professional Barbers. Open a Square account and become a reg. | Ask for Alex Calderon. He is a true master barber. | Happy Hour Mon-Thurs 5pm-9pm half off all services. By appointment only! 323-931-9916,"bar, food, point_of_interest, establishment",https://instagram.com/nitethymewine
4100 Bar,"1087 Manzanita St, Los Angeles, CA 90029, USA","Cocktail Bar, BBQ Joint","13009, 13026",Los Angeles,,268,3fd66200f964a52001ef1ee3,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/4100bar/,False,2025-05-11 23:53:11.548141+00:00,34.0930087,-118.2815088,ChIJZamsN0nHwoARg4rVx5zAB44,,1,4.3,{},CA,"Chill spot pulls in patrons with handcrafted cocktails, inviting couches & an intimate atmosphere.","Hands down the best local bar in silverlake. Unpretentious and still cool. What makes this bar is the bartenders and the crowd. Best on wed and thurs nights. Jukebox stocked with primo tunes. | Dickel and a Pickleback is served here. Come with friends, order a few rounds of these and just enjoy the evening. Had a great bourbon Negroni on tap too. | A dark and cozy spot. Sometimes the music gets a little loud however I've always enjoyed this place for what is important- the quality of their drinks and pretty laid back","bar, point_of_interest, establishment",http://4100bar.com/
Roosterfish,"1302 Abbot Kinney Blvd, Venice, CA 90291, USA",Cocktail Bar,13009,Los Angeles,,0,3fd66200f964a5201cf01ee3,"{'tuesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '2:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '4:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '4:00\u202fPM\u2009–\u20092:00\u202fAM'}",,False,2025-05-12 00:42:00.282404+00:00,33.9909689,-118.4680646,ChIJZeA7Wr-6woARuAAJVAe-62s,,2,4.1,{},CA,"Long-standing kitschy gay bar for drinks featuring pool tables, jukebox tunes & local artwork.","Nice place, cool music, definitely a place to stop by. | The only place on the westside, still. Alternative to Weho, Silverlake, Long Beach. Featuring mix of all three plus surf dads, punks and hipsters. Always semi-friendly locals, cross-towners, tourists. | Nice place, but after renovations, it no longer seems like a gay bar. Fancy and straight.","bar, point_of_interest, establishment",https://www.roosterfishla.com/
Blow Hookah Bar,"4313 Sepulveda Blvd, Culver City, CA 90230, USA","Hookah Bar, Coffee Shop","13035, 13012",Los Angeles,,2362,2490a3d605a34c9ac74ab6b0,"{'tuesday': '6:00\u202fPM\u2009–\u200912:00\u202fAM', 'monday': '6:00\u202fPM\u2009–\u200912:00\u202fAM', 'sunday': '6:00\u202fPM\u2009–\u20091:00\u202fAM', 'friday': '6:00\u202fPM\u2009–\u20091:30\u202fAM', 'saturday': '6:00\u202fPM\u2009–\u20091:30\u202fAM', 'wednesday': '6:00\u202fPM\u2009–\u200912:00\u202fAM', 'thursday': '6:00\u202fPM\u2009–\u20091:00\u202fAM'}",,False,2025-05-11 23:44:58.998657+00:00,34.004233,-118.4095852,ChIJZywkbBa6woARPbH0R7_g91M,,,4.4,{},CA,A Hookah Bar and Coffee Shop in downtown LA.,,"night_club, bar, point_of_interest, establishment",http://www.facebook.com/blowhookahbar
Bailey’s Bar & Grill,"1045 Rosecrans Ave, Gardena, CA 90247, USA","Sports Bar, BBQ Joint, American Restaurant","13026, 13068, 13022",Los Angeles,,2991,5508bc6e498e4ea097ddede9,"{'tuesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u200912:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u200912:00\u202fAM'}",,False,2025-05-11 23:56:44.833704+00:00,33.9026445,-118.2933428,ChIJ_-zjzLbLwoARTY5P81VQTS4,,,4.5,{},CA,"A Sports Bar, BBQ Joint, and more in downtown LA.",,"bar, point_of_interest, establishment",
Mama's Boy at Winston House,"23 Windward Ave, Venice, CA 90291, USA","Tiki Bar, Restaurant","13065, 13023",Los Angeles,,0,616a33b5df30314922b83aed,,,False,,33.98734289999999,-118.4733295,ChIJ_26-yrm6woARBGgkhDcnok8,,,4.6,{},CA,A Tiki Bar and Restaurant in downtown LA.,Very sceney. Drinks and food pretty good though! Esp the mochiko chicken nugz | Venice Art Crawl 6-10pm! | Too hot in here,"point_of_interest, establishment",
Dublin's Irish Whiskey Pub,"815 W 7th St, Los Angeles, CA 90017, USA","Pub, Sports Bar, American Restaurant","13018, 13068, 13022",Los Angeles,,1517,4c709dcdd7fab1f73f495fc9,"{'tuesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'monday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'sunday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'friday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'saturday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'wednesday': '11:00\u202fAM\u2009–\u20092:00\u202fAM', 'thursday': '11:00\u202fAM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/dublins_dtla,False,2025-05-11 23:49:44.988465+00:00,34.0491141,-118.2590567,ChIJ_48AUrHHwoARyoV0Rk_EjdU,,2,4.3,{},CA,Walls of TVs playing sports & tons of beers on tap are the main draws at this lively Irish pub.,this seems to be a Great local sports bar. Wonderful service... Must have been here a different evening from other poster. | Bartenders are kind of mediocre with their attitude. Think they're hot shit because it's an Irish pub. That being said the brunch menu is delicious. Good place for sports. Good for day drinking. | Grab a round of shots while you are here and celebrate any occasion!!!!,"bar, restaurant, food, point_of_interest, establishment",https://www.dublinson7th.com/
Fiesta Cantina,"8865 Santa Monica Blvd, West Hollywood, CA 90069, USA","Gay Bar, Mexican Restaurant","13011, 13303",Los Angeles,,2124,41269080f964a520520c1fe3,"{'tuesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'monday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'sunday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'friday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'saturday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'wednesday': '12:00\u202fPM\u2009–\u20092:00\u202fAM', 'thursday': '12:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.instagram.com/fiestacantina,False,2025-05-11 23:47:37.713780+00:00,34.0853306,-118.3839375,ChIJ_8-Ic6W-woARhUSFCgMzc0s,,1,4.2,{},CA,"Upbeat Mexican restaurant known for happy-hour specials, a rooftop deck & large TVs.","Margaritas are massive and tasty, happy hour applies to beers only | Nice vibe. Great nachos but watered down drinks. They are so cheap because they have little or no booze in them despite claims of lots of shots. Stick to beer (bottled) | Bartenders are cool but if I sit down,  its not busy and a server walks past me 3 times.  Thats a problem...and I'm in the industry.   And try to smile.  Besides the servers its great :)","bar, restaurant, food, point_of_interest, establishment",https://fiestacantina.com/
